id,catalogLevelId,subjectName,period,coverageStatus,units,moduleIndexCount,lessonsActivities,objectives,competencies,officialSource,structuredContent,themes,missingReason,applicability,expectedBasis,documentaryUsable,assessmentGuidance,locators,validatedFor
"annual-scope-v1-en-nursery-1-literacy-and-communication","en-nursery-1","Literacy and Communication","YEAR","ITALO_VALIDATED","7","0","7","7","7","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-1-d1"",""annual-plan-v1-en-nursery-1-d1""]","[""Exchange and listen"",""Understand a story"",""Tell about an experience"",""Play with sounds"",""Explore print"",""Communicate a message""]","Programme local annuel : activité initiale et six ateliers complémentaires, reprises guidées par observation. Validation déléguée du contenu uniquement ; adoption de classe et calendrier non présumés. Aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM","true","[""Record an observed action, its context and the support provided; revisit with another material and compare observations without scores or diagnosis.""]","[""MINEDUB : référence de domaines uniquement, pages 5, 6""]","{""kind"":""ITALO_PEDAGOGICAL_CHOICE"",""version"":""local-annual-2026-09-20-v1"",""schoolId"":""school-italo-official"",""academicYearId"":""ay_school-italo-official_2026-2027_er0p"",""authority"":""Mission explicite de validation pédagogique déléguée"",""reversible"":true,""scope"":""LOCAL_ANNUAL_CONTENT_NOT_CLASS_ADOPTION""}"
"annual-scope-v1-en-nursery-1-science-and-technological-skills-development","en-nursery-1","Science and Technological Skills Development","YEAR","ITALO_VALIDATED","7","0","7","7","7","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-1-d2"",""annual-plan-v1-en-nursery-1-d2""]","[""Observe and compare"",""Group and match"",""Collections and sharing"",""Position and construction"",""Living things"",""Try and check""]","Programme local annuel : activité initiale et six ateliers complémentaires, reprises guidées par observation. Validation déléguée du contenu uniquement ; adoption de classe et calendrier non présumés. Aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM","true","[""Record an observed action, its context and the support provided; revisit with another material and compare observations without scores or diagnosis.""]","[""MINEDUB : référence de domaines uniquement, pages 5, 6""]","{""kind"":""ITALO_PEDAGOGICAL_CHOICE"",""version"":""local-annual-2026-09-20-v1"",""schoolId"":""school-italo-official"",""academicYearId"":""ay_school-italo-official_2026-2027_er0p"",""authority"":""Mission explicite de validation pédagogique déléguée"",""reversible"":true,""scope"":""LOCAL_ANNUAL_CONTENT_NOT_CLASS_ADOPTION""}"
"annual-scope-v1-en-nursery-1-practical-life-skills","en-nursery-1","Practical Life Skills","YEAR","ITALO_VALIDATED","7","0","7","7","7","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-1-d3"",""annual-plan-v1-en-nursery-1-d3""]","[""Welcome and belonging"",""Care for oneself"",""Cooperate and share"",""Feelings and communication"",""Classroom safety"",""Responsibility and environment""]","Programme local annuel : activité initiale et six ateliers complémentaires, reprises guidées par observation. Validation déléguée du contenu uniquement ; adoption de classe et calendrier non présumés. Aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM","true","[""Record an observed action, its context and the support provided; revisit with another material and compare observations without scores or diagnosis.""]","[""MINEDUB : référence de domaines uniquement, pages 5, 6""]","{""kind"":""ITALO_PEDAGOGICAL_CHOICE"",""version"":""local-annual-2026-09-20-v1"",""schoolId"":""school-italo-official"",""academicYearId"":""ay_school-italo-official_2026-2027_er0p"",""authority"":""Mission explicite de validation pédagogique déléguée"",""reversible"":true,""scope"":""LOCAL_ANNUAL_CONTENT_NOT_CLASS_ADOPTION""}"
"annual-scope-v1-en-nursery-1-arts-and-crafts","en-nursery-1","Arts and Crafts","YEAR","ITALO_VALIDATED","7","0","7","7","7","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-1-d4"",""annual-plan-v1-en-nursery-1-d4""]","[""Marks and colours"",""Shape and material"",""Listening and rhythm"",""Gesture and space"",""Dramatic play"",""Shared creation""]","Programme local annuel : activité initiale et six ateliers complémentaires, reprises guidées par observation. Validation déléguée du contenu uniquement ; adoption de classe et calendrier non présumés. Aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM","true","[""Record an observed action, its context and the support provided; revisit with another material and compare observations without scores or diagnosis.""]","[""MINEDUB : référence de domaines uniquement, pages 5, 6""]","{""kind"":""ITALO_PEDAGOGICAL_CHOICE"",""version"":""local-annual-2026-09-20-v1"",""schoolId"":""school-italo-official"",""academicYearId"":""ay_school-italo-official_2026-2027_er0p"",""authority"":""Mission explicite de validation pédagogique déléguée"",""reversible"":true,""scope"":""LOCAL_ANNUAL_CONTENT_NOT_CLASS_ADOPTION""}"
"annual-scope-v1-en-nursery-1-motor-skills","en-nursery-1","Motor Skills","YEAR","ITALO_VALIDATED","7","0","7","7","7","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-1-d5"",""annual-plan-v1-en-nursery-1-d5""]","[""Move within one’s abilities"",""Balance and direction"",""Carry and place"",""Coordination and accuracy"",""Hand movements"",""Shared movement route""]","Programme local annuel : activité initiale et six ateliers complémentaires, reprises guidées par observation. Validation déléguée du contenu uniquement ; adoption de classe et calendrier non présumés. Aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM","true","[""Record an observed action, its context and the support provided; revisit with another material and compare observations without scores or diagnosis.""]","[""MINEDUB : référence de domaines uniquement, pages 5, 6""]","{""kind"":""ITALO_PEDAGOGICAL_CHOICE"",""version"":""local-annual-2026-09-20-v1"",""schoolId"":""school-italo-official"",""academicYearId"":""ay_school-italo-official_2026-2027_er0p"",""authority"":""Mission explicite de validation pédagogique déléguée"",""reversible"":true,""scope"":""LOCAL_ANNUAL_CONTENT_NOT_CLASS_ADOPTION""}"
"annual-scope-v1-en-nursery-2-literacy-and-communication","en-nursery-2","Literacy and Communication","YEAR","ITALO_VALIDATED","7","0","7","7","7","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-2-d1"",""annual-plan-v1-en-nursery-2-d1""]","[""Exchange and listen"",""Understand a story"",""Tell about an experience"",""Play with sounds"",""Explore print"",""Communicate a message""]","Programme local annuel : activité initiale et six ateliers complémentaires, reprises guidées par observation. Validation déléguée du contenu uniquement ; adoption de classe et calendrier non présumés. Aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM","true","[""Record an observed action, its context and the support provided; revisit with another material and compare observations without scores or diagnosis.""]","[""MINEDUB : référence de domaines uniquement, pages 5, 6""]","{""kind"":""ITALO_PEDAGOGICAL_CHOICE"",""version"":""local-annual-2026-09-20-v1"",""schoolId"":""school-italo-official"",""academicYearId"":""ay_school-italo-official_2026-2027_er0p"",""authority"":""Mission explicite de validation pédagogique déléguée"",""reversible"":true,""scope"":""LOCAL_ANNUAL_CONTENT_NOT_CLASS_ADOPTION""}"
"annual-scope-v1-en-nursery-2-science-and-technological-skills-development","en-nursery-2","Science and Technological Skills Development","YEAR","ITALO_VALIDATED","7","0","7","7","7","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-2-d2"",""annual-plan-v1-en-nursery-2-d2""]","[""Observe and compare"",""Group and match"",""Collections and sharing"",""Position and construction"",""Living things"",""Try and check""]","Programme local annuel : activité initiale et six ateliers complémentaires, reprises guidées par observation. Validation déléguée du contenu uniquement ; adoption de classe et calendrier non présumés. Aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM","true","[""Record an observed action, its context and the support provided; revisit with another material and compare observations without scores or diagnosis.""]","[""MINEDUB : référence de domaines uniquement, pages 5, 6""]","{""kind"":""ITALO_PEDAGOGICAL_CHOICE"",""version"":""local-annual-2026-09-20-v1"",""schoolId"":""school-italo-official"",""academicYearId"":""ay_school-italo-official_2026-2027_er0p"",""authority"":""Mission explicite de validation pédagogique déléguée"",""reversible"":true,""scope"":""LOCAL_ANNUAL_CONTENT_NOT_CLASS_ADOPTION""}"
"annual-scope-v1-en-nursery-2-practical-life-skills","en-nursery-2","Practical Life Skills","YEAR","ITALO_VALIDATED","7","0","7","7","7","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-2-d3"",""annual-plan-v1-en-nursery-2-d3""]","[""Welcome and belonging"",""Care for oneself"",""Cooperate and share"",""Feelings and communication"",""Classroom safety"",""Responsibility and environment""]","Programme local annuel : activité initiale et six ateliers complémentaires, reprises guidées par observation. Validation déléguée du contenu uniquement ; adoption de classe et calendrier non présumés. Aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM","true","[""Record an observed action, its context and the support provided; revisit with another material and compare observations without scores or diagnosis.""]","[""MINEDUB : référence de domaines uniquement, pages 5, 6""]","{""kind"":""ITALO_PEDAGOGICAL_CHOICE"",""version"":""local-annual-2026-09-20-v1"",""schoolId"":""school-italo-official"",""academicYearId"":""ay_school-italo-official_2026-2027_er0p"",""authority"":""Mission explicite de validation pédagogique déléguée"",""reversible"":true,""scope"":""LOCAL_ANNUAL_CONTENT_NOT_CLASS_ADOPTION""}"
"annual-scope-v1-en-nursery-2-arts-and-crafts","en-nursery-2","Arts and Crafts","YEAR","ITALO_VALIDATED","7","0","7","7","7","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-2-d4"",""annual-plan-v1-en-nursery-2-d4""]","[""Marks and colours"",""Shape and material"",""Listening and rhythm"",""Gesture and space"",""Dramatic play"",""Shared creation""]","Programme local annuel : activité initiale et six ateliers complémentaires, reprises guidées par observation. Validation déléguée du contenu uniquement ; adoption de classe et calendrier non présumés. Aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM","true","[""Record an observed action, its context and the support provided; revisit with another material and compare observations without scores or diagnosis.""]","[""MINEDUB : référence de domaines uniquement, pages 5, 6""]","{""kind"":""ITALO_PEDAGOGICAL_CHOICE"",""version"":""local-annual-2026-09-20-v1"",""schoolId"":""school-italo-official"",""academicYearId"":""ay_school-italo-official_2026-2027_er0p"",""authority"":""Mission explicite de validation pédagogique déléguée"",""reversible"":true,""scope"":""LOCAL_ANNUAL_CONTENT_NOT_CLASS_ADOPTION""}"
"annual-scope-v1-en-nursery-2-motor-skills","en-nursery-2","Motor Skills","YEAR","ITALO_VALIDATED","7","0","7","7","7","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-2-d5"",""annual-plan-v1-en-nursery-2-d5""]","[""Move within one’s abilities"",""Balance and direction"",""Carry and place"",""Coordination and accuracy"",""Hand movements"",""Shared movement route""]","Programme local annuel : activité initiale et six ateliers complémentaires, reprises guidées par observation. Validation déléguée du contenu uniquement ; adoption de classe et calendrier non présumés. Aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM","true","[""Record an observed action, its context and the support provided; revisit with another material and compare observations without scores or diagnosis.""]","[""MINEDUB : référence de domaines uniquement, pages 5, 6""]","{""kind"":""ITALO_PEDAGOGICAL_CHOICE"",""version"":""local-annual-2026-09-20-v1"",""schoolId"":""school-italo-official"",""academicYearId"":""ay_school-italo-official_2026-2027_er0p"",""authority"":""Mission explicite de validation pédagogique déléguée"",""reversible"":true,""scope"":""LOCAL_ANNUAL_CONTENT_NOT_CLASS_ADOPTION""}"
"annual-scope-v1-en-nursery-3-literacy-and-communication","en-nursery-3","Literacy and Communication","YEAR","ITALO_VALIDATED","7","0","7","7","7","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-3-d1"",""annual-plan-v1-en-nursery-3-d1""]","[""Exchange and listen"",""Understand a story"",""Tell about an experience"",""Play with sounds"",""Explore print"",""Communicate a message""]","Programme local annuel : activité initiale et six ateliers complémentaires, reprises guidées par observation. Validation déléguée du contenu uniquement ; adoption de classe et calendrier non présumés. Aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM","true","[""Record an observed action, its context and the support provided; revisit with another material and compare observations without scores or diagnosis.""]","[""MINEDUB : référence de domaines uniquement, pages 5, 6""]","{""kind"":""ITALO_PEDAGOGICAL_CHOICE"",""version"":""local-annual-2026-09-20-v1"",""schoolId"":""school-italo-official"",""academicYearId"":""ay_school-italo-official_2026-2027_er0p"",""authority"":""Mission explicite de validation pédagogique déléguée"",""reversible"":true,""scope"":""LOCAL_ANNUAL_CONTENT_NOT_CLASS_ADOPTION""}"
"annual-scope-v1-en-nursery-3-science-and-technological-skills-development","en-nursery-3","Science and Technological Skills Development","YEAR","ITALO_VALIDATED","7","0","7","7","7","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-3-d2"",""annual-plan-v1-en-nursery-3-d2""]","[""Observe and compare"",""Group and match"",""Collections and sharing"",""Position and construction"",""Living things"",""Try and check""]","Programme local annuel : activité initiale et six ateliers complémentaires, reprises guidées par observation. Validation déléguée du contenu uniquement ; adoption de classe et calendrier non présumés. Aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM","true","[""Record an observed action, its context and the support provided; revisit with another material and compare observations without scores or diagnosis.""]","[""MINEDUB : référence de domaines uniquement, pages 5, 6""]","{""kind"":""ITALO_PEDAGOGICAL_CHOICE"",""version"":""local-annual-2026-09-20-v1"",""schoolId"":""school-italo-official"",""academicYearId"":""ay_school-italo-official_2026-2027_er0p"",""authority"":""Mission explicite de validation pédagogique déléguée"",""reversible"":true,""scope"":""LOCAL_ANNUAL_CONTENT_NOT_CLASS_ADOPTION""}"
"annual-scope-v1-en-nursery-3-practical-life-skills","en-nursery-3","Practical Life Skills","YEAR","ITALO_VALIDATED","7","0","7","7","7","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-3-d3"",""annual-plan-v1-en-nursery-3-d3""]","[""Welcome and belonging"",""Care for oneself"",""Cooperate and share"",""Feelings and communication"",""Classroom safety"",""Responsibility and environment""]","Programme local annuel : activité initiale et six ateliers complémentaires, reprises guidées par observation. Validation déléguée du contenu uniquement ; adoption de classe et calendrier non présumés. Aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM","true","[""Record an observed action, its context and the support provided; revisit with another material and compare observations without scores or diagnosis.""]","[""MINEDUB : référence de domaines uniquement, pages 5, 6""]","{""kind"":""ITALO_PEDAGOGICAL_CHOICE"",""version"":""local-annual-2026-09-20-v1"",""schoolId"":""school-italo-official"",""academicYearId"":""ay_school-italo-official_2026-2027_er0p"",""authority"":""Mission explicite de validation pédagogique déléguée"",""reversible"":true,""scope"":""LOCAL_ANNUAL_CONTENT_NOT_CLASS_ADOPTION""}"
"annual-scope-v1-en-nursery-3-arts-and-crafts","en-nursery-3","Arts and Crafts","YEAR","ITALO_VALIDATED","7","0","7","7","7","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-3-d4"",""annual-plan-v1-en-nursery-3-d4""]","[""Marks and colours"",""Shape and material"",""Listening and rhythm"",""Gesture and space"",""Dramatic play"",""Shared creation""]","Programme local annuel : activité initiale et six ateliers complémentaires, reprises guidées par observation. Validation déléguée du contenu uniquement ; adoption de classe et calendrier non présumés. Aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM","true","[""Record an observed action, its context and the support provided; revisit with another material and compare observations without scores or diagnosis.""]","[""MINEDUB : référence de domaines uniquement, pages 5, 6""]","{""kind"":""ITALO_PEDAGOGICAL_CHOICE"",""version"":""local-annual-2026-09-20-v1"",""schoolId"":""school-italo-official"",""academicYearId"":""ay_school-italo-official_2026-2027_er0p"",""authority"":""Mission explicite de validation pédagogique déléguée"",""reversible"":true,""scope"":""LOCAL_ANNUAL_CONTENT_NOT_CLASS_ADOPTION""}"
"annual-scope-v1-en-nursery-3-motor-skills","en-nursery-3","Motor Skills","YEAR","ITALO_VALIDATED","7","0","7","7","7","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-3-d5"",""annual-plan-v1-en-nursery-3-d5""]","[""Move within one’s abilities"",""Balance and direction"",""Carry and place"",""Coordination and accuracy"",""Hand movements"",""Shared movement route""]","Programme local annuel : activité initiale et six ateliers complémentaires, reprises guidées par observation. Validation déléguée du contenu uniquement ; adoption de classe et calendrier non présumés. Aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM","true","[""Record an observed action, its context and the support provided; revisit with another material and compare observations without scores or diagnosis.""]","[""MINEDUB : référence de domaines uniquement, pages 5, 6""]","{""kind"":""ITALO_PEDAGOGICAL_CHOICE"",""version"":""local-annual-2026-09-20-v1"",""schoolId"":""school-italo-official"",""academicYearId"":""ay_school-italo-official_2026-2027_er0p"",""authority"":""Mission explicite de validation pédagogique déléguée"",""reversible"":true,""scope"":""LOCAL_ANNUAL_CONTENT_NOT_CLASS_ADOPTION""}"
"annual-scope-v1-fr-secondary-6e-mathematiques","fr-secondary-6e","Mathématiques","YEAR","PARTIAL_BLOCKING","4","0","0","4","4","[{""id"":""minesec-35"",""url"":""https://files.minesec.gov.cm/2b/PROGRAMME_MATH_6ème_5ème.pdf"",""version"":""1217f04a544a884779c1067037c89bfe57e0b8dbcef06264411d8a35072eedad""}]","[""minesec-35-fr-secondary-6e-module-1"",""minesec-35-fr-secondary-6e-module-2"",""minesec-35-fr-secondary-6e-module-3"",""minesec-35-fr-secondary-6e-module-4""]","[""Décimaux et fractions"",""Données"",""Géométrie plane"",""Solides""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT","true","[]","[""Tableau synoptique, ligne 6e"",""Tableau synoptique, ligne 6e"",""Tableau synoptique, ligne 6e"",""Tableau synoptique, ligne 6e""]",""
"annual-scope-v1-fr-secondary-6e-informatique","fr-secondary-6e","Informatique","YEAR","PENDING_SOURCE","0","0","0","0","0","[{""id"":""minesec-31"",""url"":""https://files.minesec.gov.cm/27/Programme_informatique_6ème_et_5ème.pdf"",""version"":""e5c68ffdbe2b4518bfdca278385407134d55ca54b40deda12dca47870984ef4d""}]","[]","[]","Source définitive exploitable absente, contradictoire ou projet : voir le registre des pièces.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT","false","[]","[]",""
"annual-scope-v1-fr-secondary-6e-sciences","fr-secondary-6e","Sciences","YEAR","PARTIAL_BLOCKING","1","0","0","1","1","[{""id"":""minesec-37"",""url"":""https://files.minesec.gov.cm/2d/sciences.pdf"",""version"":""6550ff982523ef020ff4d806e4a6645bc57443a7a7532a75ea6545f2fe902d3f""}]","[""annual-gap-v1-fr-secondary-6e-37-opening""]","[""Le monde vivant""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT","true","[]","[""PDF 17, 19; Couverture PDF p.1 ; niveaux p.13, tableau des deux classes p.15 et sections pp.17–18.""]",""
"annual-scope-v1-fr-secondary-6e-education-a-la-citoyennete","fr-secondary-6e","Éducation à la citoyenneté","YEAR","PARTIAL_BLOCKING","1","2","0","1","1","[{""id"":""minesec-38"",""url"":""https://files.minesec.gov.cm/2e/ECM_6E_5E_ESG.pdf"",""version"":""0ccc7a55cdb16a94cdef2b495168e1f1e6c592c4e5837958acb0c61a3931f161""}]","[""annual-gap-v1-fr-secondary-6e-38-1"",""annual-gap-v1-fr-secondary-6e-38-2"",""annual-gap-v1-fr-secondary-6e-38-3""]","[""Vie familiale et scolaire"",""Gestion des conflits"",""Respect de la personne humaine""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT","true","[]","[""PDF 17; module index; Couverture PDF p.1 : Éducation à la citoyenneté 6e/5e."",""PDF 21; module index; Couverture PDF p.1 : Éducation à la citoyenneté 6e/5e."",""PDF 24; module index; Couverture PDF p.1 : Éducation à la citoyenneté 6e/5e.""]",""
"annual-scope-v1-fr-secondary-6e-geographie","fr-secondary-6e","Géographie","YEAR","PARTIAL_BLOCKING","1","2","0","1","1","[{""id"":""minesec-39"",""url"":""https://files.minesec.gov.cm/2f/GEOGRAPHIE_6e_5e_ESG.pdf"",""version"":""3a07507c00a8c82977fa8d51a8a8935f44f46c949a3b1140f4c8fe436e3e8ee4""}]","[""annual-gap-v1-fr-secondary-6e-39-1"",""annual-gap-v1-fr-secondary-6e-39-2"",""annual-gap-v1-fr-secondary-6e-39-3""]","[""La Terre dans l’Univers"",""Préservation de l’environnement"",""Risques naturels""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT","true","[]","[""PDF 16; module index; Couverture PDF p.1 : Géographie 6e/5e ; sections de niveau dans le corps."",""PDF 20; module index; Couverture PDF p.1 : Géographie 6e/5e ; sections de niveau dans le corps."",""PDF 22; module index; Couverture PDF p.1 : Géographie 6e/5e ; sections de niveau dans le corps.""]",""
"annual-scope-v1-fr-secondary-6e-histoire","fr-secondary-6e","Histoire","YEAR","PARTIAL_BLOCKING","1","2","0","1","1","[{""id"":""minesec-40"",""url"":""https://files.minesec.gov.cm/2g/HISTOIRE_6e_5e_ESG.pdf"",""version"":""95a97e1f62675667376b84502c8258565f92e6bcb6c3d7e217b5ec6dc2e11844""}]","[""annual-gap-v1-fr-secondary-6e-40-1"",""annual-gap-v1-fr-secondary-6e-40-2"",""annual-gap-v1-fr-secondary-6e-40-3""]","[""Civilisations anciennes africaines"",""Civilisations anciennes européennes et asiatiques"",""Religions monothéistes et héritages""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT","true","[]","[""PDF 17; module index; Couverture PDF p.1 ; 6e p.17 ; 5e p.30."",""PDF 24; module index; Couverture PDF p.1 ; 6e p.17 ; 5e p.30."",""PDF 26; module index; Couverture PDF p.1 ; 6e p.17 ; 5e p.30.""]",""
"annual-scope-v1-fr-secondary-5e-mathematiques","fr-secondary-5e","Mathématiques","YEAR","PARTIAL_BLOCKING","4","0","0","4","4","[{""id"":""minesec-35"",""url"":""https://files.minesec.gov.cm/2b/PROGRAMME_MATH_6ème_5ème.pdf"",""version"":""1217f04a544a884779c1067037c89bfe57e0b8dbcef06264411d8a35072eedad""}]","[""minesec-35-fr-secondary-5e-module-1"",""minesec-35-fr-secondary-5e-module-2"",""minesec-35-fr-secondary-5e-module-3"",""minesec-35-fr-secondary-5e-module-4""]","[""Décimaux et fractions"",""Données"",""Géométrie plane"",""Solides""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT","true","[]","[""Tableau synoptique, ligne 5e"",""Tableau synoptique, ligne 5e"",""Tableau synoptique, ligne 5e"",""Tableau synoptique, ligne 5e""]",""
"annual-scope-v1-fr-secondary-5e-informatique","fr-secondary-5e","Informatique","YEAR","PENDING_SOURCE","0","0","0","0","0","[{""id"":""minesec-31"",""url"":""https://files.minesec.gov.cm/27/Programme_informatique_6ème_et_5ème.pdf"",""version"":""e5c68ffdbe2b4518bfdca278385407134d55ca54b40deda12dca47870984ef4d""}]","[]","[]","Source définitive exploitable absente, contradictoire ou projet : voir le registre des pièces.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT","false","[]","[]",""
