id,catalogLevelId,subjectName,period,coverageStatus,units,moduleIndexCount,lessonsActivities,objectives,competencies,officialSource,structuredContent,themes,missingReason,applicability,expectedBasis
"annual-scope-v1-fr-preschool-gs-creation-artistique-et-activites-manuelles","fr-preschool-gs","Création artistique et activités manuelles","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-fr-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6165/programme-maternel-2019.pdf"",""version"":""4a7ab7a042860343b31a20ef2d4d70a0f2a5be3ddb865cc70a192cde863e7cab""}]","[""italo-early-v1-fr-preschool-gs-d4"",""annual-plan-v1-fr-preschool-gs-d4""]","[""Découvrir avec aide"",""Reprendre dans un autre contexte familier"",""Réinvestir et faire le bilan""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-fr-preschool-gs-motricite-generale","fr-preschool-gs","Motricité générale","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-fr-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6165/programme-maternel-2019.pdf"",""version"":""4a7ab7a042860343b31a20ef2d4d70a0f2a5be3ddb865cc70a192cde863e7cab""}]","[""italo-early-v1-fr-preschool-gs-d5"",""annual-plan-v1-fr-preschool-gs-d5""]","[""Découvrir avec aide"",""Reprendre dans un autre contexte familier"",""Réinvestir et faire le bilan""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-en-nursery-pre-literacy-and-communication","en-nursery-pre","Literacy and Communication","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-pre-d1"",""annual-plan-v1-en-nursery-pre-d1""]","[""Explore with support"",""Revisit in another familiar setting"",""Transfer and review""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-en-nursery-pre-science-and-technological-skills-development","en-nursery-pre","Science and Technological Skills Development","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-pre-d2"",""annual-plan-v1-en-nursery-pre-d2""]","[""Explore with support"",""Revisit in another familiar setting"",""Transfer and review""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-en-nursery-pre-practical-life-skills","en-nursery-pre","Practical Life Skills","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-pre-d3"",""annual-plan-v1-en-nursery-pre-d3""]","[""Explore with support"",""Revisit in another familiar setting"",""Transfer and review""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-en-nursery-pre-arts-and-crafts","en-nursery-pre","Arts and Crafts","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-pre-d4"",""annual-plan-v1-en-nursery-pre-d4""]","[""Explore with support"",""Revisit in another familiar setting"",""Transfer and review""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-en-nursery-pre-motor-skills","en-nursery-pre","Motor Skills","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-pre-d5"",""annual-plan-v1-en-nursery-pre-d5""]","[""Explore with support"",""Revisit in another familiar setting"",""Transfer and review""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-en-nursery-1-literacy-and-communication","en-nursery-1","Literacy and Communication","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-1-d1"",""annual-plan-v1-en-nursery-1-d1""]","[""Explore with support"",""Revisit in another familiar setting"",""Transfer and review""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-en-nursery-1-science-and-technological-skills-development","en-nursery-1","Science and Technological Skills Development","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-1-d2"",""annual-plan-v1-en-nursery-1-d2""]","[""Explore with support"",""Revisit in another familiar setting"",""Transfer and review""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-en-nursery-1-practical-life-skills","en-nursery-1","Practical Life Skills","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-1-d3"",""annual-plan-v1-en-nursery-1-d3""]","[""Explore with support"",""Revisit in another familiar setting"",""Transfer and review""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-en-nursery-1-arts-and-crafts","en-nursery-1","Arts and Crafts","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-1-d4"",""annual-plan-v1-en-nursery-1-d4""]","[""Explore with support"",""Revisit in another familiar setting"",""Transfer and review""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-en-nursery-1-motor-skills","en-nursery-1","Motor Skills","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-1-d5"",""annual-plan-v1-en-nursery-1-d5""]","[""Explore with support"",""Revisit in another familiar setting"",""Transfer and review""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-en-nursery-2-literacy-and-communication","en-nursery-2","Literacy and Communication","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-2-d1"",""annual-plan-v1-en-nursery-2-d1""]","[""Explore with support"",""Revisit in another familiar setting"",""Transfer and review""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-en-nursery-2-science-and-technological-skills-development","en-nursery-2","Science and Technological Skills Development","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-2-d2"",""annual-plan-v1-en-nursery-2-d2""]","[""Explore with support"",""Revisit in another familiar setting"",""Transfer and review""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-en-nursery-2-practical-life-skills","en-nursery-2","Practical Life Skills","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-2-d3"",""annual-plan-v1-en-nursery-2-d3""]","[""Explore with support"",""Revisit in another familiar setting"",""Transfer and review""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-en-nursery-2-arts-and-crafts","en-nursery-2","Arts and Crafts","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-2-d4"",""annual-plan-v1-en-nursery-2-d4""]","[""Explore with support"",""Revisit in another familiar setting"",""Transfer and review""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-en-nursery-2-motor-skills","en-nursery-2","Motor Skills","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-2-d5"",""annual-plan-v1-en-nursery-2-d5""]","[""Explore with support"",""Revisit in another familiar setting"",""Transfer and review""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-en-nursery-3-literacy-and-communication","en-nursery-3","Literacy and Communication","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-3-d1"",""annual-plan-v1-en-nursery-3-d1""]","[""Explore with support"",""Revisit in another familiar setting"",""Transfer and review""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-en-nursery-3-science-and-technological-skills-development","en-nursery-3","Science and Technological Skills Development","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-3-d2"",""annual-plan-v1-en-nursery-3-d2""]","[""Explore with support"",""Revisit in another familiar setting"",""Transfer and review""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-en-nursery-3-practical-life-skills","en-nursery-3","Practical Life Skills","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-3-d3"",""annual-plan-v1-en-nursery-3-d3""]","[""Explore with support"",""Revisit in another familiar setting"",""Transfer and review""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-en-nursery-3-arts-and-crafts","en-nursery-3","Arts and Crafts","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-3-d4"",""annual-plan-v1-en-nursery-3-d4""]","[""Explore with support"",""Revisit in another familiar setting"",""Transfer and review""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-en-nursery-3-motor-skills","en-nursery-3","Motor Skills","YEAR","PARTIAL","1","0","1","1","1","[{""id"":""minedub-en-nursery"",""url"":""https://www.minedub.cm/download/350/archives/6161/program-nursery-2019.pdf"",""version"":""e7c44dd2f7db60e95205aace826a3eb662fccf2ef91926bcd7e96056a8b51756""}]","[""italo-early-v1-en-nursery-3-d5"",""annual-plan-v1-en-nursery-3-d5""]","[""Explore with support"",""Revisit in another familiar setting"",""Transfer and review""]","Un point de départ par domaine et ses reprises ne couvrent pas encore tous les sous-domaines annuels. Compléter à partir des observations et des besoins ; aucun score de complétude MINEDUB.","LOCAL_VALIDATED_NO_OFFICIAL_LEVEL_EQUIVALENCE","ITALO_LOCAL_PROGRAM"
"annual-scope-v1-fr-secondary-6e-mathematiques","fr-secondary-6e","Mathématiques","YEAR","PARTIAL","4","0","0","4","4","[{""id"":""minesec-35"",""url"":""https://files.minesec.gov.cm/2b/PROGRAMME_MATH_6ème_5ème.pdf"",""version"":""1217f04a544a884779c1067037c89bfe57e0b8dbcef06264411d8a35072eedad""}]","[""minesec-35-fr-secondary-6e-module-1"",""minesec-35-fr-secondary-6e-module-2"",""minesec-35-fr-secondary-6e-module-3"",""minesec-35-fr-secondary-6e-module-4""]","[""Décimaux et fractions"",""Données"",""Géométrie plane"",""Solides""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-fr-secondary-6e-informatique","fr-secondary-6e","Informatique","YEAR","SOURCE_MISSING","0","0","0","0","0","[{""id"":""minesec-31"",""url"":""https://files.minesec.gov.cm/27/Programme_informatique_6ème_et_5ème.pdf"",""version"":""e5c68ffdbe2b4518bfdca278385407134d55ca54b40deda12dca47870984ef4d""}]","[]","[]","Source définitive exploitable absente, contradictoire ou projet : voir le registre des pièces.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-fr-secondary-6e-sciences","fr-secondary-6e","Sciences","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minesec-37"",""url"":""https://files.minesec.gov.cm/2d/sciences.pdf"",""version"":""6550ff982523ef020ff4d806e4a6645bc57443a7a7532a75ea6545f2fe902d3f""}]","[""annual-gap-v1-fr-secondary-6e-37-opening""]","[""Le monde vivant""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-fr-secondary-6e-education-a-la-citoyennete","fr-secondary-6e","Éducation à la citoyenneté","YEAR","PARTIAL","1","2","0","1","1","[{""id"":""minesec-38"",""url"":""https://files.minesec.gov.cm/2e/ECM_6E_5E_ESG.pdf"",""version"":""0ccc7a55cdb16a94cdef2b495168e1f1e6c592c4e5837958acb0c61a3931f161""}]","[""annual-gap-v1-fr-secondary-6e-38-1"",""annual-gap-v1-fr-secondary-6e-38-2"",""annual-gap-v1-fr-secondary-6e-38-3""]","[""Vie familiale et scolaire"",""Gestion des conflits"",""Respect de la personne humaine""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-fr-secondary-6e-geographie","fr-secondary-6e","Géographie","YEAR","PARTIAL","1","2","0","1","1","[{""id"":""minesec-39"",""url"":""https://files.minesec.gov.cm/2f/GEOGRAPHIE_6e_5e_ESG.pdf"",""version"":""3a07507c00a8c82977fa8d51a8a8935f44f46c949a3b1140f4c8fe436e3e8ee4""}]","[""annual-gap-v1-fr-secondary-6e-39-1"",""annual-gap-v1-fr-secondary-6e-39-2"",""annual-gap-v1-fr-secondary-6e-39-3""]","[""La Terre dans l’Univers"",""Préservation de l’environnement"",""Risques naturels""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-fr-secondary-6e-histoire","fr-secondary-6e","Histoire","YEAR","PARTIAL","1","2","0","1","1","[{""id"":""minesec-40"",""url"":""https://files.minesec.gov.cm/2g/HISTOIRE_6e_5e_ESG.pdf"",""version"":""95a97e1f62675667376b84502c8258565f92e6bcb6c3d7e217b5ec6dc2e11844""}]","[""annual-gap-v1-fr-secondary-6e-40-1"",""annual-gap-v1-fr-secondary-6e-40-2"",""annual-gap-v1-fr-secondary-6e-40-3""]","[""Civilisations anciennes africaines"",""Civilisations anciennes européennes et asiatiques"",""Religions monothéistes et héritages""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-fr-secondary-5e-mathematiques","fr-secondary-5e","Mathématiques","YEAR","PARTIAL","4","0","0","4","4","[{""id"":""minesec-35"",""url"":""https://files.minesec.gov.cm/2b/PROGRAMME_MATH_6ème_5ème.pdf"",""version"":""1217f04a544a884779c1067037c89bfe57e0b8dbcef06264411d8a35072eedad""}]","[""minesec-35-fr-secondary-5e-module-1"",""minesec-35-fr-secondary-5e-module-2"",""minesec-35-fr-secondary-5e-module-3"",""minesec-35-fr-secondary-5e-module-4""]","[""Décimaux et fractions"",""Données"",""Géométrie plane"",""Solides""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-fr-secondary-5e-informatique","fr-secondary-5e","Informatique","YEAR","SOURCE_MISSING","0","0","0","0","0","[{""id"":""minesec-31"",""url"":""https://files.minesec.gov.cm/27/Programme_informatique_6ème_et_5ème.pdf"",""version"":""e5c68ffdbe2b4518bfdca278385407134d55ca54b40deda12dca47870984ef4d""}]","[]","[]","Source définitive exploitable absente, contradictoire ou projet : voir le registre des pièces.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-fr-secondary-5e-sciences","fr-secondary-5e","Sciences","YEAR","PARTIAL","1","0","0","1","1","[{""id"":""minesec-37"",""url"":""https://files.minesec.gov.cm/2d/sciences.pdf"",""version"":""6550ff982523ef020ff4d806e4a6645bc57443a7a7532a75ea6545f2fe902d3f""}]","[""annual-gap-v1-fr-secondary-5e-37-opening""]","[""Le monde vivant""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-fr-secondary-5e-education-a-la-citoyennete","fr-secondary-5e","Éducation à la citoyenneté","YEAR","PARTIAL","1","2","0","1","1","[{""id"":""minesec-38"",""url"":""https://files.minesec.gov.cm/2e/ECM_6E_5E_ESG.pdf"",""version"":""0ccc7a55cdb16a94cdef2b495168e1f1e6c592c4e5837958acb0c61a3931f161""}]","[""annual-gap-v1-fr-secondary-5e-38-1"",""annual-gap-v1-fr-secondary-5e-38-2"",""annual-gap-v1-fr-secondary-5e-38-3""]","[""Intégration nationale"",""Lieux d’intégration"",""Mass-médias""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-fr-secondary-5e-geographie","fr-secondary-5e","Géographie","YEAR","PARTIAL","1","1","0","1","1","[{""id"":""minesec-39"",""url"":""https://files.minesec.gov.cm/2f/GEOGRAPHIE_6e_5e_ESG.pdf"",""version"":""3a07507c00a8c82977fa8d51a8a8935f44f46c949a3b1140f4c8fe436e3e8ee4""}]","[""annual-gap-v1-fr-secondary-5e-39-1"",""annual-gap-v1-fr-secondary-5e-39-2""]","[""L’homme et son milieu"",""Occupation du milieu""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-fr-secondary-5e-histoire","fr-secondary-5e","Histoire","YEAR","PARTIAL","1","2","0","1","1","[{""id"":""minesec-40"",""url"":""https://files.minesec.gov.cm/2g/HISTOIRE_6e_5e_ESG.pdf"",""version"":""95a97e1f62675667376b84502c8258565f92e6bcb6c3d7e217b5ec6dc2e11844""}]","[""annual-gap-v1-fr-secondary-5e-40-1"",""annual-gap-v1-fr-secondary-5e-40-2"",""annual-gap-v1-fr-secondary-5e-40-3""]","[""Peuplement et organisation du Cameroun"",""Rayonnement historique de l’Afrique"",""Relations de l’Afrique avec le monde""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-fr-secondary-4e-francais","fr-secondary-4e","Français","YEAR","PARTIAL","5","0","5","5","5","[{""id"":""minesec-44"",""url"":""https://files.minesec.gov.cm/2k/programmeFr1erelangue4em3eme.pdf"",""version"":""b854324d1c5506bba6e948dfda4448438d45f1b964d74d47c707db3581dd7411""}]","[""annual-gap-v1-fr-secondary-4e-44-1"",""annual-gap-v1-fr-secondary-4e-44-2"",""annual-gap-v1-fr-secondary-4e-44-3"",""annual-gap-v1-fr-secondary-4e-44-4"",""annual-gap-v1-fr-secondary-4e-44-5""]","[""Vie familiale et socioculturelle"",""Citoyenneté et environnement"",""Vie économique"",""Bien-être et santé"",""Médias et communication""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
"annual-scope-v1-fr-secondary-4e-mathematiques","fr-secondary-4e","Mathématiques","YEAR","PARTIAL","4","0","0","4","4","[{""id"":""minesec-52"",""url"":""https://files.minesec.gov.cm/2s/Mathématiques_4ème_et_3ème.pdf"",""version"":""05aba9a71ff5165998855a2558ceea1749c0d46ef7b0a71d238c37d851e01a9c""}]","[""minesec-52-fr-secondary-4e-module-1"",""minesec-52-fr-secondary-4e-module-2"",""minesec-52-fr-secondary-4e-module-3"",""minesec-52-fr-secondary-4e-module-4""]","[""Nombres rationnels"",""Données"",""Géométrie plane"",""Solides""]","Synthèses et objectifs partiels ; les leçons et ressources détaillées restent à structurer.","DOCUMENTARY_ONLY_LOCAL_TEACHING_NOT_ESTABLISHED","MINESEC_DOCUMENTED_CANDIDATE_NOT_MANDATORY_SUBJECT"
